==============================================================================
==============================================================================
 Aug. 22 2020                  LANDSAT 5                       Time: 12:50
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: L2                          Path / Row - 227 / 65
Reference Image: terrain_HDF.l1g

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 100.0%
Rank   2 --  0.0%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
2270653994   -7.64578    -55.84206     0.08     -0.04     0.09     1 
2270653997   -7.64554    -55.75640     0.03     -0.03     0.04     1 
2270653998   -7.64546    -55.72785     0.04     -0.03     0.05     1 
2270653999   -7.64537    -55.69929     0.07      0.01     0.07     1 
2270654000   -7.64528    -55.67074     0.13     -0.01     0.13     1 
2270654003   -7.64501    -55.58508     0.07      0.03     0.07     1 
2270654004   -7.64492    -55.55653     0.12      0.05     0.13     1 
2270654005   -7.64482    -55.52798     0.01      0.02     0.02     1 
2270654010   -7.64431    -55.38523     0.07      0.03     0.07     1 
2270654012   -7.64409    -55.32813     0.13      0.12     0.18     1 
2270654015   -7.64375    -55.24249     0.05      0.01     0.05     1 
2270654016   -7.64363    -55.21394     0.02      0.11     0.11     1 
2270654022   -7.64289    -55.04267     0.13      0.08     0.16     1 
2270654024   -7.64263    -54.98559     0.09     -0.04     0.10     1 
2270654026   -7.64236    -54.92851     0.15      0.12     0.19     1 
2270654027   -7.64222    -54.89996     0.10      0.07     0.12     1 
2270654028   -7.64208    -54.87142     0.12      0.10     0.15     1 
2270654029   -7.64194    -54.84288     0.00      0.05     0.05     1 
2270654030   -7.64180    -54.81434     0.05      0.01     0.05     1 
2270654031   -7.64165    -54.78580     0.13     -0.02     0.13     1 
2270654032   -7.64150    -54.75726     0.10     -0.05     0.11     1 
2270654033   -7.64135    -54.72873     0.10     -0.03     0.10     1 
2270654035   -7.64105    -54.67165     0.11     -0.02     0.12     1 
2270654036   -7.64090    -54.64312     0.04      0.05     0.06     1 
2270654037   -7.64074    -54.61458     0.07      0.02     0.07     1 
2270654038   -7.64058    -54.58605     0.10      0.02     0.10     1 
2270654039   -7.64042    -54.55751     0.01     -0.01     0.02     1 
2270654054   -7.67168    -56.27037     0.05      0.02     0.06     1 
2270654060   -7.67135    -56.09901     0.07     -0.07     0.10     1 
2270654066   -7.67096    -55.92766     0.05     -0.03     0.06     1 
2270654067   -7.67089    -55.89911     0.03     -0.02     0.04     1 
2270654068   -7.67081    -55.87055     0.00     -0.07     0.07     1 
2270654069   -7.67074    -55.84199     0.03     -0.03     0.04     1 
2270654072   -7.67050    -55.75633     0.12     -0.01     0.12     1 
2270654073   -7.67042    -55.72777    -0.01      0.01     0.02     1 
2270654074   -7.67033    -55.69922     0.05     -0.08     0.09     1 
2270654077   -7.67006    -55.61355     0.01      0.01     0.02     1 
2270654079   -7.66988    -55.55645     0.01     -0.02     0.03     1 
2270654084   -7.66937    -55.41369     0.07      0.06     0.09     1 
2270654085   -7.66927    -55.38514     0.12      0.07     0.14     1 
2270654089   -7.66882    -55.27094     0.04     -0.03     0.05     1 
2270654094   -7.66822    -55.12820     0.10      0.06     0.12     1 
2270654096   -7.66797    -55.07111     0.04      0.02     0.04     1 
2270654097   -7.66784    -55.04256     0.11      0.03     0.11     1 
2270654098   -7.66771    -55.01402     0.05      0.03     0.06     1 
2270654101   -7.66731    -54.92838     0.11      0.09     0.14     1 
2270654102   -7.66717    -54.89984     0.13      0.03     0.13     1 
2270654103   -7.66703    -54.87130     0.08      0.01     0.08     1 
2270654104   -7.66689    -54.84276     0.04      0.01     0.04     1 
2270654105   -7.66674    -54.81422     0.08     -0.01     0.08     1 
2270654106   -7.66660    -54.78567     0.07     -0.02     0.07     1 
2270654107   -7.66645    -54.75713     0.13     -0.03     0.13     1 
2270654108   -7.66630    -54.72859     0.09      0.01     0.09     1 
2270654109   -7.66615    -54.70006    -0.04      0.05     0.06     1 
2270654110   -7.66600    -54.67152     0.06      0.04     0.07     1 
2270654111   -7.66584    -54.64298     0.01     -0.00     0.01     1 
2270654112   -7.66568    -54.61444     0.07     -0.03     0.08     1 
2270654113   -7.66552    -54.58591     0.04      0.01     0.04     1 
2270654114   -7.66536    -54.55737     0.02      0.01     0.02     1 
2270654129   -7.69664    -56.27032     0.11      0.06     0.13     1 
2270654142   -7.69585    -55.89904    -0.05     -0.10     0.12     1 
2270654143   -7.69578    -55.87049     0.02     -0.07     0.07     1 
2270654144   -7.69570    -55.84193     0.04     -0.02     0.05     1 
2270654146   -7.69554    -55.78481     0.06      0.02     0.07     1 
2270654147   -7.69546    -55.75625     0.09      0.03     0.09     1 
2270654148   -7.69538    -55.72770     0.02     -0.02     0.03     1 
2270654157   -7.69454    -55.47070     0.15      0.08     0.17     1 
2270654159   -7.69433    -55.41360     0.12      0.03     0.12     1 
2270654168   -7.69330    -55.15664     0.10      0.06     0.12     1 
2270654169   -7.69318    -55.12809    -0.11      0.14     0.17     1 
2270654170   -7.69305    -55.09954     0.04      0.03     0.05     1 
2270654171   -7.69292    -55.07099     0.12      0.03     0.12     1 
2270654172   -7.69280    -55.04245     0.00     -0.02     0.02     1 
2270654174   -7.69253    -54.98535     0.09      0.06     0.11     1 
2270654175   -7.69240    -54.95681     0.08      0.08     0.11     1 
2270654176   -7.69226    -54.92826     0.01      0.02     0.02     1 
2270654177   -7.69212    -54.89972     0.10      0.02     0.10     1 
2270654178   -7.69198    -54.87118     0.15      0.02     0.15     1 
2270654179   -7.69184    -54.84263     0.12     -0.04     0.13     1 
2270654180   -7.69169    -54.81409     0.09      0.05     0.11     1 
2270654181   -7.69155    -54.78555     0.09      0.00     0.09     1 
2270654182   -7.69140    -54.75700     0.09      0.02     0.09     1 
2270654183   -7.69125    -54.72846     0.08      0.01     0.08     1 
2270654184   -7.69109    -54.69992    -0.04      0.12     0.13     1 
2270654185   -7.69094    -54.67138    -0.06      0.08     0.10     1 
2270654186   -7.69078    -54.64284     0.10      0.04     0.11     1 
2270654187   -7.69063    -54.61430     0.06     -0.00     0.06     1 
2270654188   -7.69047    -54.58577     0.10     -0.01     0.10     1 
2270654189   -7.69031    -54.55723    -0.00      0.02     0.02     1 
2270654204   -7.72161    -56.27028     0.04      0.02     0.05     1 
2270654205   -7.72156    -56.24172     0.05      0.00     0.05     1 
2270654206   -7.72150    -56.21316    -0.00      0.01     0.01     1 
2270654209   -7.72134    -56.12747     0.09     -0.10     0.14     1 
2270654210   -7.72128    -56.09891     0.13     -0.01     0.14     1 
2270654215   -7.72095    -55.95610    -0.04     -0.07     0.08     1 
2270654216   -7.72088    -55.92754     0.06     -0.02     0.06     1 
2270654217   -7.72081    -55.89898     0.01     -0.03     0.03     1 
2270654218   -7.72074    -55.87042    -0.04     -0.03     0.05     1 
2270654219   -7.72066    -55.84186     0.06     -0.03     0.07     1 
2270654221   -7.72050    -55.78474     0.06     -0.01     0.06     1 
2270654222   -7.72042    -55.75618     0.05     -0.03     0.06     1 
2270654223   -7.72034    -55.72762    -0.11     -0.10     0.15     1 
2270654224   -7.72025    -55.69906     0.05     -0.04     0.06     1 
2270654225   -7.72016    -55.67051     0.02     -0.10     0.10     1 
2270654230   -7.71969    -55.52772     0.12      0.01     0.12     1 
2270654238   -7.71885    -55.29929    -0.11      0.09     0.15     1 
2270654241   -7.71850    -55.21363     0.06     -0.05     0.08     1 
2270654248   -7.71762    -55.01378     0.06      0.06     0.09     1 
2270654250   -7.71735    -54.95669     0.04      0.02     0.04     1 
2270654251   -7.71721    -54.92814     0.03      0.02     0.04     1 
2270654252   -7.71707    -54.89959     0.11      0.03     0.11     1 
2270654253   -7.71693    -54.87105     0.04     -0.02     0.04     1 
2270654254   -7.71678    -54.84251     0.04      0.04     0.06     1 
2270654256   -7.71649    -54.78542     0.11      0.05     0.12     1 
2270654257   -7.71634    -54.75687     0.07      0.05     0.09     1 
2270654258   -7.71619    -54.72833     0.07      0.09     0.12     1 
2270654259   -7.71604    -54.69979     0.09      0.07     0.11     1 
2270654260   -7.71589    -54.67125     0.05      0.06     0.07     1 
2270654261   -7.71573    -54.64270     0.14      0.06     0.15     1 
2270654262   -7.71557    -54.61416     0.07      0.09     0.11     1 
2270654263   -7.71541    -54.58562     0.02      0.01     0.02     1 
2270654278   -7.74662    -56.29881     0.05      0.01     0.05     1 
2270654279   -7.74657    -56.27024     0.09      0.07     0.11     1 
2270654280   -7.74652    -56.24168     0.02     -0.01     0.02     1 
2270654281   -7.74647    -56.21311     0.05     -0.01     0.05     1 
2270654288   -7.74605    -56.01316     0.03     -0.02     0.04     1 
2270654289   -7.74599    -55.98460     0.13     -0.01     0.13     1 
2270654290   -7.74592    -55.95604    -0.04     -0.06     0.07     1 
2270654291   -7.74585    -55.92748     0.04      0.03     0.05     1 
2270654292   -7.74577    -55.89891     0.03     -0.00     0.03     1 
2270654293   -7.74570    -55.87035     0.07     -0.02     0.07     1 
2270654294   -7.74562    -55.84179     0.06      0.02     0.06     1 
2270654296   -7.74546    -55.78467     0.06      0.02     0.06     1 
2270654297   -7.74538    -55.75611     0.05     -0.01     0.05     1 
2270654299   -7.74521    -55.69899    -0.02     -0.01     0.02     1 
2270654301   -7.74503    -55.64187    -0.04      0.08     0.09     1 
2270654306   -7.74455    -55.49908     0.14      0.03     0.14     1 
2270654307   -7.74445    -55.47052     0.03     -0.03     0.04     1 
2270654313   -7.74380    -55.29919    -0.12     -0.13     0.18     1 
2270654314   -7.74369    -55.27063    -0.02     -0.07     0.07     1 
2270654316   -7.74345    -55.21353    -0.05     -0.04     0.07     1 
2270654321   -7.74283    -55.07077     0.05      0.06     0.08     1 
2270654322   -7.74270    -55.04222     0.08      0.08     0.11     1 
2270654323   -7.74257    -55.01367     0.09      0.04     0.10     1 
2270654325   -7.74230    -54.95657     0.08      0.04     0.09     1 
2270654327   -7.74202    -54.89947     0.08      0.06     0.10     1 
2270654328   -7.74188    -54.87092     0.02     -0.04     0.05     1 
2270654329   -7.74173    -54.84238     0.11      0.06     0.12     1 
2270654331   -7.74144    -54.78529     0.07      0.04     0.08     1 
2270654332   -7.74129    -54.75674     0.02      0.04     0.05     1 
2270654333   -7.74114    -54.72820     0.10      0.05     0.11     1 
2270654334   -7.74099    -54.69965     0.02      0.03     0.03     1 
2270654335   -7.74083    -54.67111    -0.02      0.06     0.06     1 
2270654336   -7.74067    -54.64257     0.04      0.05     0.06     1 
2270654337   -7.74052    -54.61402     0.08      0.08     0.12     1 
2270654338   -7.74036    -54.58548    -0.01      0.01     0.01     1 
2270654353   -7.77158    -56.29876     0.04      0.07     0.08     1 
2270654354   -7.77153    -56.27020     0.09      0.03     0.10     1 
2270654355   -7.77148    -56.24163     0.06      0.02     0.06     1 
2270654356   -7.77143    -56.21306     0.01     -0.05     0.05     1 
2270654358   -7.77132    -56.15593    -0.09      0.05     0.10     1 
2270654359   -7.77126    -56.12737     0.08     -0.01     0.08     1 
2270654364   -7.77095    -55.98454    -0.04     -0.04     0.05     1 
2270654365   -7.77088    -55.95598     0.06     -0.05     0.08     1 
2270654366   -7.77081    -55.92741     0.06      0.02     0.06     1 
2270654367   -7.77073    -55.89885     0.01     -0.01     0.01     1 
2270654368   -7.77066    -55.87029    -0.02     -0.02     0.03     1 
2270654369   -7.77058    -55.84172     0.03     -0.04     0.05     1 
2270654371   -7.77042    -55.78460     0.06     -0.03     0.07     1 
2270654372   -7.77034    -55.75603     0.07      0.01     0.07     1 
2270654373   -7.77025    -55.72747     0.05      0.00     0.05     1 
2270654374   -7.77017    -55.69891     0.06      0.06     0.08     1 
2270654375   -7.77008    -55.67035     0.04      0.07     0.08     1 
2270654376   -7.76999    -55.64179    -0.04      0.08     0.09     1 
2270654379   -7.76971    -55.55611     0.09     -0.02     0.09     1 
2270654380   -7.76961    -55.52755     0.03     -0.19     0.19     1 
2270654381   -7.76951    -55.49899     0.09     -0.05     0.10     1 
2270654384   -7.76920    -55.41331     0.08      0.04     0.09     1 
2270654389   -7.76864    -55.27053    -0.06     -0.04     0.07     1 
2270654390   -7.76852    -55.24198     0.07      0.01     0.07     1 
2270654393   -7.76816    -55.15631    -0.18      0.05     0.18     1 
2270654394   -7.76804    -55.12776     0.09     -0.08     0.12     1 
2270654395   -7.76791    -55.09921     0.06     -0.04     0.07     1 
2270654396   -7.76778    -55.07065     0.03     -0.05     0.06     1 
2270654397   -7.76765    -55.04210     0.04      0.01     0.04     1 
2270654398   -7.76752    -55.01355     0.02     -0.03     0.04     1 
2270654399   -7.76738    -54.98500     0.08      0.00     0.08     1 
2270654402   -7.76697    -54.89935     0.06      0.08     0.10     1 
2270654403   -7.76682    -54.87080     0.07      0.06     0.09     1 
2270654406   -7.76639    -54.78516     0.09      0.05     0.10     1 
2270654407   -7.76624    -54.75661     0.06      0.05     0.08     1 
2270654408   -7.76609    -54.72806     0.04      0.02     0.05     1 
2270654409   -7.76593    -54.69952     0.06      0.05     0.08     1 
2270654410   -7.76578    -54.67097     0.09      0.06     0.11     1 
2270654411   -7.76562    -54.64243     0.02      0.05     0.05     1 
2270654412   -7.76546    -54.61388     0.09      0.09     0.13     1 
2270654413   -7.76530    -54.58534     0.05      0.05     0.07     1 
2270654429   -7.79650    -56.27015     0.04     -0.01     0.04     1 
2270654430   -7.79645    -56.24159     0.00     -0.02     0.02     1 
2270654431   -7.79640    -56.21302     0.03     -0.03     0.04     1 
2270654433   -7.79629    -56.15588    -0.03     -0.01     0.03     1 
2270654434   -7.79623    -56.12731    -0.04     -0.13     0.14     1 
2270654436   -7.79611    -56.07018     0.09     -0.05     0.11     1 
2270654438   -7.79598    -56.01305     0.02      0.03     0.04     1 
2270654439   -7.79591    -55.98448    -0.08     -0.06     0.10     1 
2270654442   -7.79570    -55.89878     0.00      0.03     0.03     1 
2270654446   -7.79538    -55.78453    -0.01     -0.03     0.03     1 
2270654447   -7.79530    -55.75596     0.07      0.01     0.07     1 
2270654448   -7.79521    -55.72740     0.06      0.02     0.07     1 
2270654450   -7.79504    -55.67027     0.03      0.11     0.12     1 
2270654451   -7.79495    -55.64171    -0.05      0.02     0.06     1 
2270654454   -7.79467    -55.55602    -0.07     -0.09     0.11     1 
2270654459   -7.79415    -55.41322     0.03     -0.04     0.04     1 
2270654464   -7.79359    -55.27043    -0.05     -0.00     0.05     1 
2270654468   -7.79311    -55.15620    -0.00     -0.04     0.04     1 
2270654469   -7.79299    -55.12765     0.03      0.02     0.04     1 
2270654470   -7.79286    -55.09909     0.08      0.00     0.08     1 
2270654471   -7.79273    -55.07054     0.01     -0.06     0.06     1 
2270654472   -7.79260    -55.04199     0.10      0.04     0.11     1 
2270654473   -7.79247    -55.01343     0.08      0.01     0.08     1 
2270654474   -7.79233    -54.98488     0.06     -0.02     0.06     1 
2270654476   -7.79206    -54.92777     0.05     -0.00     0.05     1 
2270654477   -7.79192    -54.89922     0.02      0.01     0.02     1 
2270654478   -7.79177    -54.87067    -0.01      0.02     0.02     1 
2270654479   -7.79163    -54.84212     0.00     -0.06     0.06     1 
2270654482   -7.79118    -54.75648     0.09      0.05     0.10     1 
2270654483   -7.79103    -54.72793     0.06      0.05     0.08     1 
2270654484   -7.79088    -54.69938     0.08      0.06     0.10     1 
2270654485   -7.79072    -54.67083     0.07      0.06     0.09     1 
2270654486   -7.79056    -54.64229     0.01      0.12     0.12     1 
2270654487   -7.79040    -54.61374     0.05      0.05     0.08     1 
2270654488   -7.79024    -54.58520     0.00      0.05     0.05     1 
2270654503   -7.82151    -56.29868     0.12      0.03     0.12     1 
2270654504   -7.82146    -56.27011     0.07     -0.01     0.07     1 
2270654505   -7.82141    -56.24154     0.01      0.01     0.01     1 
2270654506   -7.82136    -56.21297     0.05      0.01     0.05     1 
2270654507   -7.82130    -56.18440     0.03     -0.03     0.04     1 
2270654508   -7.82125    -56.15583     0.02     -0.04     0.05     1 
2270654509   -7.82119    -56.12726     0.15      0.02     0.15     1 
2270654510   -7.82113    -56.09869     0.03     -0.08     0.09     1 
2270654511   -7.82107    -56.07012     0.02     -0.07     0.08     1 
2270654512   -7.82100    -56.04156    -0.01     -0.01     0.01     1 
2270654513   -7.82094    -56.01299    -0.01     -0.09     0.09     1 
2270654514   -7.82087    -55.98442     0.01     -0.05     0.05     1 
2270654515   -7.82080    -55.95585    -0.02      0.02     0.03     1 
2270654517   -7.82066    -55.89872    -0.04      0.02     0.05     1 
2270654518   -7.82058    -55.87015     0.07     -0.17     0.18     1 
2270654519   -7.82050    -55.84159    -0.02     -0.04     0.04     1 
2270654522   -7.82026    -55.75589    -0.01     -0.02     0.03     1 
2270654524   -7.82009    -55.69876    -0.00      0.03     0.03     1 
2270654525   -7.82000    -55.67019     0.01     -0.00     0.01     1 
2270654526   -7.81991    -55.64163    -0.04     -0.03     0.05     1 
2270654527   -7.81981    -55.61306     0.04     -0.03     0.04     1 
2270654540   -7.81843    -55.24177     0.03     -0.09     0.09     1 
2270654544   -7.81794    -55.12754     0.05     -0.07     0.09     1 
2270654546   -7.81768    -55.07043     0.10      0.04     0.11     1 
2270654549   -7.81728    -54.98476     0.08      0.04     0.08     1 
2270654550   -7.81715    -54.95621     0.07      0.04     0.08     1 
2270654551   -7.81701    -54.92765     0.07      0.03     0.07     1 
2270654552   -7.81686    -54.89910    -0.04      0.02     0.04     1 
2270654553   -7.81672    -54.87055     0.06     -0.01     0.06     1 
2270654555   -7.81643    -54.81344     0.05      0.02     0.06     1 
2270654557   -7.81613    -54.75634     0.11      0.06     0.12     1 
2270654558   -7.81598    -54.72779     0.07      0.02     0.07     1 
2270654559   -7.81582    -54.69924     0.04     -0.02     0.05     1 
2270654560   -7.81567    -54.67070    -0.02      0.00     0.02     1 
2270654561   -7.81551    -54.64215    -0.02      0.01     0.02     1 
2270654562   -7.81535    -54.61360     0.04      0.04     0.06     1 
2270654563   -7.81519    -54.58505     0.02      0.03     0.03     1 
2270654578   -7.84647    -56.29864     0.07      0.04     0.08     1 
2270654579   -7.84642    -56.27007     0.02     -0.01     0.02     1 
2270654580   -7.84638    -56.24150     0.04     -0.04     0.06     1 
2270654581   -7.84632    -56.21292     0.04     -0.09     0.10     1 
2270654582   -7.84627    -56.18435     0.03     -0.04     0.04     1 
2270654583   -7.84621    -56.15578     0.01     -0.02     0.02     1 
2270654586   -7.84603    -56.07007     0.07      0.03     0.07     1 
2270654587   -7.84597    -56.04150     0.07      0.01     0.07     1 
2270654588   -7.84590    -56.01293     0.04     -0.09     0.10     1 
2270654589   -7.84583    -55.98436    -0.01     -0.01     0.02     1 
2270654590   -7.84576    -55.95579     0.02     -0.02     0.03     1 
2270654591   -7.84569    -55.92722     0.04     -0.07     0.08     1 
2270654592   -7.84562    -55.89865    -0.01     -0.09     0.09     1 
2270654593   -7.84554    -55.87009     0.04     -0.04     0.06     1 
2270654594   -7.84546    -55.84152     0.03     -0.06     0.06     1 
2270654595   -7.84538    -55.81295     0.03      0.03     0.04     1 
2270654596   -7.84530    -55.78438     0.05      0.08     0.09     1 
2270654598   -7.84513    -55.72725     0.03      0.05     0.06     1 
2270654599   -7.84505    -55.69868     0.09     -0.00     0.09     1 
2270654600   -7.84496    -55.67011     0.05     -0.00     0.05     1 
2270654602   -7.84477    -55.61298     0.09     -0.01     0.09     1 
2270654603   -7.84468    -55.58442     0.06     -0.04     0.07     1 
2270654604   -7.84458    -55.55585     0.06     -0.01     0.06     1 
2270654605   -7.84448    -55.52729     0.08     -0.07     0.11     1 
2270654613   -7.84362    -55.29879     0.07     -0.03     0.08     1 
2270654615   -7.84339    -55.24166     0.05     -0.01     0.06     1 
2270654619   -7.84289    -55.12743     0.02     -0.02     0.03     1 
2270654620   -7.84276    -55.09887    -0.04     -0.01     0.05     1 
2270654621   -7.84263    -55.07031     0.07      0.13     0.14     1 
2270654622   -7.84250    -55.04175     0.01      0.03     0.03     1 
2270654623   -7.84237    -55.01320     0.01      0.01     0.01     1 
2270654624   -7.84223    -54.98464     0.06      0.01     0.06     1 
2270654625   -7.84210    -54.95608    -0.03     -0.06     0.07     1 
2270654626   -7.84196    -54.92753     0.05     -0.05     0.07     1 
2270654627   -7.84181    -54.89898     0.00      0.01     0.01     1 
2270654628   -7.84167    -54.87042    -0.09     -0.03     0.10     1 
2270654629   -7.84153    -54.84187     0.11      0.01     0.11     1 
2270654630   -7.84138    -54.81331     0.07      0.03     0.08     1 
2270654632   -7.84108    -54.75621     0.07      0.02     0.08     1 
2270654633   -7.84092    -54.72766     0.08      0.05     0.09     1 
2270654634   -7.84077    -54.69911     0.07      0.01     0.07     1 
2270654636   -7.84045    -54.64201    -0.05      0.05     0.07     1 
2270654637   -7.84029    -54.61346     0.02      0.07     0.07     1 
2270654653   -7.87144    -56.29860     0.05      0.01     0.05     1 
2270654654   -7.87139    -56.27002     0.07      0.05     0.08     1 
2270654655   -7.87134    -56.24145    -0.04     -0.01     0.04     1 
2270654656   -7.87129    -56.21288     0.05     -0.02     0.05     1 
2270654657   -7.87123    -56.18430    -0.02     -0.07     0.07     1 
2270654658   -7.87118    -56.15573     0.02     -0.05     0.06     1 
2270654659   -7.87112    -56.12716     0.06     -0.02     0.06     1 
2270654662   -7.87093    -56.04144     0.01     -0.01     0.02     1 
2270654663   -7.87086    -56.01287     0.06     -0.13     0.14     1 
2270654664   -7.87080    -55.98430     0.02     -0.01     0.02     1 
2270654665   -7.87073    -55.95573     0.07     -0.05     0.08     1 
2270654666   -7.87065    -55.92716    -0.07     -0.08     0.11     1 
2270654667   -7.87058    -55.89859     0.06      0.01     0.06     1 
2270654669   -7.87043    -55.84145     0.02     -0.08     0.08     1 
2270654670   -7.87035    -55.81288     0.02     -0.02     0.03     1 
2270654672   -7.87018    -55.75574    -0.02      0.00     0.02     1 
2270654673   -7.87009    -55.72717    -0.00     -0.02     0.02     1 
2270654674   -7.87001    -55.69860    -0.04     -0.03     0.05     1 
2270654675   -7.86992    -55.67003     0.05     -0.07     0.08     1 
2270654676   -7.86982    -55.64147     0.07      0.03     0.07     1 
2270654677   -7.86973    -55.61290     0.10     -0.00     0.10     1 
2270654678   -7.86964    -55.58433     0.04     -0.01     0.04     1 
2270654679   -7.86954    -55.55577     0.06     -0.00     0.06     1 
2270654680   -7.86944    -55.52720     0.10      0.01     0.10     1 
2270654688   -7.86857    -55.29868    -0.06     -0.06     0.09     1 
2270654689   -7.86846    -55.27012     0.02     -0.05     0.05     1 
2270654690   -7.86834    -55.24156     0.08      0.00     0.08     1 
2270654693   -7.86797    -55.15588     0.09      0.06     0.10     1 
2270654695   -7.86772    -55.09875     0.09      0.06     0.11     1 
2270654696   -7.86759    -55.07019     0.05      0.05     0.07     1 
2270654697   -7.86745    -55.04164     0.06     -0.00     0.06     1 
2270654698   -7.86732    -55.01308     0.04      0.05     0.07     1 
2270654699   -7.86718    -54.98452     0.07      0.04     0.08     1 
2270654700   -7.86705    -54.95596     0.00      0.04     0.04     1 
2270654701   -7.86691    -54.92741     0.10      0.01     0.10     1 
2270654702   -7.86676    -54.89885    -0.06     -0.02     0.06     1 
2270654703   -7.86662    -54.87029     0.09      0.02     0.09     1 
2270654704   -7.86647    -54.84174     0.09      0.01     0.09     1 
2270654705   -7.86633    -54.81318     0.10      0.07     0.12     1 
2270654706   -7.86618    -54.78463     0.06      0.00     0.06     1 
2270654707   -7.86602    -54.75608     0.08      0.00     0.08     1 
2270654708   -7.86587    -54.72752     0.07      0.03     0.08     1 
2270654709   -7.86571    -54.69897     0.11     -0.00     0.11     1 
2270654710   -7.86556    -54.67042     0.08      0.00     0.08     1 
2270654727   -7.89645    -56.32713     0.01     -0.02     0.02     1 
2270654728   -7.89640    -56.29855     0.05     -0.08     0.10     1 
2270654729   -7.89635    -56.26998     0.03      0.01     0.03     1 
2270654730   -7.89630    -56.24140    -0.05     -0.02     0.06     1 
2270654731   -7.89625    -56.21283     0.07     -0.02     0.07     1 
2270654732   -7.89619    -56.18426     0.02      0.00     0.02     1 
2270654733   -7.89614    -56.15568    -0.01     -0.01     0.01     1 
2270654734   -7.89608    -56.12711    -0.02     -0.02     0.02     1 
2270654735   -7.89602    -56.09853    -0.02     -0.08     0.08     1 
2270654736   -7.89596    -56.06996     0.08     -0.10     0.13     1 
2270654737   -7.89589    -56.04138    -0.02     -0.04     0.05     1 
2270654738   -7.89583    -56.01281     0.05     -0.11     0.13     1 
2270654739   -7.89576    -55.98424     0.04     -0.05     0.07     1 
2270654740   -7.89569    -55.95567     0.04     -0.02     0.05     1 
2270654741   -7.89561    -55.92709    -0.01     -0.06     0.06     1 
2270654744   -7.89539    -55.84138     0.05     -0.04     0.06     1 
2270654745   -7.89531    -55.81281     0.04     -0.01     0.04     1 
2270654746   -7.89522    -55.78424     0.04     -0.06     0.07     1 
2270654747   -7.89514    -55.75567     0.01     -0.00     0.01     1 
2270654748   -7.89505    -55.72709     0.00     -0.02     0.02     1 
2270654749   -7.89497    -55.69852     0.07     -0.02     0.07     1 
2270654750   -7.89488    -55.66995     0.03     -0.01     0.03     1 
2270654751   -7.89478    -55.64138     0.02     -0.00     0.02     1 
2270654752   -7.89469    -55.61282     0.06      0.00     0.06     1 
2270654753   -7.89459    -55.58425     0.03     -0.02     0.04     1 
2270654754   -7.89450    -55.55568     0.05      0.01     0.05     1 
2270654755   -7.89440    -55.52711     0.04     -0.02     0.04     1 
2270654762   -7.89365    -55.32715     0.02     -0.03     0.03     1 
2270654763   -7.89353    -55.29858     0.02     -0.02     0.03     1 
2270654764   -7.89341    -55.27002     0.06     -0.04     0.08     1 
2270654772   -7.89241    -55.04152    -0.00      0.02     0.02     1 
2270654773   -7.89227    -55.01296     0.00     -0.01     0.01     1 
2270654774   -7.89213    -54.98440    -0.01      0.01     0.01     1 
2270654775   -7.89199    -54.95584     0.03      0.05     0.06     1 
2270654777   -7.89171    -54.89872    -0.05      0.07     0.08     1 
2270654778   -7.89157    -54.87017     0.07      0.05     0.09     1 
2270654779   -7.89142    -54.84161     0.11      0.04     0.11     1 
2270654780   -7.89127    -54.81305     0.05      0.03     0.05     1 
2270654781   -7.89112    -54.78450    -0.01      0.01     0.01     1 
2270654783   -7.89082    -54.72739     0.16      0.04     0.17     1 
2270654784   -7.89066    -54.69883     0.01      0.02     0.02     1 
2270654785   -7.89050    -54.67028     0.06      0.04     0.07     1 
2270654786   -7.89034    -54.64173    -0.07      0.08     0.11     1 
2270654787   -7.89018    -54.61317     0.03      0.09     0.10     1 
2270654806   -7.92121    -56.21278     0.03     -0.07     0.08     1 
2270654807   -7.92116    -56.18421     0.03     -0.03     0.04     1 
2270654808   -7.92110    -56.15563    -0.05     -0.04     0.07     1 
2270654809   -7.92104    -56.12705    -0.02     -0.05     0.05     1 
2270654810   -7.92098    -56.09848    -0.01     -0.07     0.07     1 
2270654811   -7.92092    -56.06990     0.05     -0.02     0.06     1 
2270654812   -7.92085    -56.04133     0.04     -0.12     0.13     1 
2270654813   -7.92079    -56.01275    -0.01     -0.07     0.07     1 
2270654814   -7.92072    -55.98418     0.03     -0.00     0.03     1 
2270654815   -7.92065    -55.95560     0.05     -0.05     0.08     1 
2270654816   -7.92058    -55.92703    -0.03     -0.06     0.07     1 
2270654817   -7.92050    -55.89845    -0.04     -0.10     0.11     1 
2270654819   -7.92035    -55.84131    -0.01     -0.14     0.14     1 
2270654820   -7.92027    -55.81274    -0.07     -0.03     0.07     1 
2270654821   -7.92018    -55.78416    -0.08      0.01     0.08     1 
